CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Groundnut,Magway,Magway,20.152482,94.928283,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,15324.68,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.785482,97.512283,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-17798.2,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.785482,97.512283,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,19072.66,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.785482,97.512283,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-12388.19,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.880482,97.630283,,1775.0,Not available,Not available,2.14,213.75,379406.25,63000.0,,,159058.18,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.880482,97.630283,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-38225.54,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.880482,97.630283,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-37467.58,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.587482,97.545283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8352.86,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rubber,Mon,Mon,16.587482,97.545283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8785.4,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.587482,97.545283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8371.84,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.616482,95.420283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-52426.99,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.616482,95.420283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-37247.85,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.616482,95.420283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-13023.64,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Mango,Naypyidaw,Naypyidaw,19.761482,96.096283,,2400.0,Not available,Not available,0.85,85.5,205200.0,40500.0,,,67983.94,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Vegetables,Naypyidaw,Naypyidaw,19.761482,96.096283,,2400.0,Not available,Not available,1.07,106.87,256488.0,31500.0,,,104011.41,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.761482,96.096283,,2400.0,Not available,Not available,0.57,57.0,136800.0,67500.0,,,-11379.37,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.012482,97.037283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-27474.43,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.012482,97.037283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-6737.73,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.012482,97.037283,,2800.0,Not available,Not available,1.42,142.5,399000.0,36000.0,,,166458.18,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Paddy,Yangon,Yangon,16.779482,96.175283,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-30666.48,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Vegetables,Yangon,Yangon,16.779482,96.175283,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,87221.04,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.779482,96.175283,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-730.44,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Oil Palm,Tanintharyi,Tanintharyi,12.968482,99.868283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-12745.69,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rubber,Tanintharyi,Tanintharyi,12.968482,99.868283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-13376.93,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.968482,99.868283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-13292.05,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Areca Nut,Rakhine,Rakhine,20.380482,93.335283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-38088.51,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.380482,93.335283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-33292.36,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Rice,Rakhine,Rakhine,20.380482,93.335283,,1812.5,Not available,Not available,0.57,57.0,103312.5,67500.0,,,-37295.9,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Millet,Chin,Chin,21.172482,93.585283,,1727.5,Not available,Not available,0.5,49.87,86150.42,22500.0,,,16254.4,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Potato,Chin,Chin,21.172482,93.585283,,1727.5,Not available,Not available,0.36,35.62,61533.55,36000.0,,,-31991.02,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.172482,93.585283,,1727.5,Not available,Not available,0.71,71.25,123084.38,36000.0,,,16440.33,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.534482,95.375283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-48743.66,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.534482,95.375283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-60768.5,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.534482,95.375283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-9669.75,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Maize,Bago,Bago,18.620482,96.293283,,2175.0,Not available,Not available,0.71,71.25,154968.75,36000.0,,,46122.91,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Rice,Bago,Bago,18.620482,96.293283,,2175.0,Not available,Not available,0.57,57.0,123975.0,67500.0,,,-23014.91,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Sugarcane,Bago,Bago,18.620482,96.293283,,2175.0,Not available,Not available,5.7,570.0,1239750.0,54000.0,,,840945.3,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Beans,Magway,Magway,20.179482,94.873283,,2225.0,Not available,Not available,0.85,85.5,190237.5,27000.0,,,92442.06,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Sesame,Magway,Magway,20.179482,94.873283,,2225.0,Not available,Not available,0.36,35.62,79254.5,36000.0,,,-19887.76,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Groundnut,Magway,Magway,20.179482,94.873283,,2225.0,Not available,Not available,0.43,42.75,95118.75,22500.0,,,11837.87,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Groundnut,Kayah,Kayah,18.776482,97.526283,,2450.0,Not available,Not available,0.43,42.75,104737.5,22500.0,,,21506.4,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.776482,97.526283,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-11946.08,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Sesame,Kayah,Kayah,18.776482,97.526283,,2450.0,Not available,Not available,0.36,35.62,87269.0,36000.0,,,-14272.34,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Banana,Kayin,Kayin,16.887482,97.643283,,1805.0,Not available,Not available,2.14,213.75,385818.75,63000.0,,,203298.7,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Rice,Kayin,Kayin,16.887482,97.643283,,1805.0,Not available,Not available,0.57,57.0,102885.0,67500.0,,,-40760.58,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cassava,Kayin,Kayin,16.887482,97.643283,,1805.0,Not available,Not available,0.36,35.62,64294.1,36000.0,,,-34303.08,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rubber,Mon,Mon,16.580482,97.540283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11939.55,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Cashew,Mon,Mon,16.580482,97.540283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9931.38,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.580482,97.540283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9492.66,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.623482,95.401283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-58115.48,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.623482,95.401283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-45906.01,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.623482,95.401283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-11738.67,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.771482,96.109283,,2475.0,Not available,Not available,1.07,106.87,264503.25,31500.0,,,122296.5,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.771482,96.109283,,2475.0,Not available,Not available,0.85,85.5,211612.5,40500.0,,,75187.66,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.771482,96.109283,,2475.0,Not available,Not available,0.57,57.0,141075.0,67500.0,,,-8206.02,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.022482,97.035283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-31271.77,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.022482,97.035283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-3583.91,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.022482,97.035283,,2875.0,Not available,Not available,1.42,142.5,409687.5,36000.0,,,187525.09,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.775482,96.166283,,2100.0,Not available,Not available,1.07,106.87,224427.0,31500.0,,,81787.85,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.775482,96.166283,,2100.0,Not available,Not available,0.57,57.0,119700.0,67500.0,,,-25102.73,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.775482,96.166283,,2100.0,Not available,Not available,0.29,28.5,59850.0,18000.0,,,-110.23,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.973482,99.869283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11538.75,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.973482,99.869283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11624.19,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.973482,99.869283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9587.65,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.385482,93.326283,,1780.0,Not available,Not available,0.57,57.0,101460.0,67500.0,,,-37791.46,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.385482,93.326283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-40206.79,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.385482,93.326283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-39318.26,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.196482,93.577283,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-40592.47,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.196482,93.577283,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,15777.48,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.196482,93.577283,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,15286.67,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.498482,95.360283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-39587.94,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.498482,95.360283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-52748.86,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.498482,95.360283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-12557.75,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Sugarcane,Bago,Bago,18.546482,96.272283,,2150.0,Not available,Not available,5.7,570.0,1225500.0,54000.0,,,831569.23,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Rice,Bago,Bago,18.546482,96.272283,,2150.0,Not available,Not available,0.57,57.0,122550.0,67500.0,,,-25853.18,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Maize,Bago,Bago,18.546482,96.272283,,2150.0,Not available,Not available,0.71,71.25,153187.5,36000.0,,,43095.07,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Sesame,Magway,Magway,20.148482,94.925283,,2275.0,Not available,Not available,0.36,35.62,81035.5,36000.0,,,-22109.74,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Beans,Magway,Magway,20.148482,94.925283,,2275.0,Not available,Not available,0.85,85.5,194512.5,27000.0,,,95953.39,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Groundnut,Magway,Magway,20.148482,94.925283,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,15259.12,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.779482,97.511283,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-14562.84,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.779482,97.511283,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,18256.24,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.779482,97.511283,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-10761.89,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.877482,97.626283,,1775.0,Not available,Not available,2.14,213.75,379406.25,63000.0,,,150467.24,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.877482,97.626283,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-36682.82,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.877482,97.626283,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-39644.33,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.584482,97.542283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8831.61,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rubber,Mon,Mon,16.584482,97.542283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8229.75,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.584482,97.542283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-9382.9,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.613482,95.417283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-54562.72,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.613482,95.417283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-43330.87,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.613482,95.417283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-12892.31,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Mango,Naypyidaw,Naypyidaw,19.758482,96.093283,,2400.0,Not available,Not available,0.85,85.5,205200.0,40500.0,,,65443.16,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Vegetables,Naypyidaw,Naypyidaw,19.758482,96.093283,,2400.0,Not available,Not available,1.07,106.87,256488.0,31500.0,,,123678.86,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.758482,96.093283,,2400.0,Not available,Not available,0.57,57.0,136800.0,67500.0,,,-11271.52,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.009482,97.034283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-33480.58,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.009482,97.034283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-6795.56,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.009482,97.034283,,2800.0,Not available,Not available,1.42,142.5,399000.0,36000.0,,,198203.63,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Paddy,Yangon,Yangon,16.776482,96.172283,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-28530.46,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
